tentinh,tenxa,loai,matinh,maxa,danso,dientich_km2,trungtam_hc,truoc_sapnhap,kinhdo,vido
thành phố Hồ Chí Minh,Đất Đỏ,xã,29,2238,43862,119.77,"KP Hiệp Hòa, TT Đất Đỏ, huyện Long Đất, tỉnh Bà Rịa - Vũng Tàu cũ","Thị trấn Đất Đỏ, Xã Long Tân (huyện Long Đất), Xã Láng Dài, Xã Phước Long Thọ",107.304,10.5203
thành phố Hồ Chí Minh,Dầu Tiếng,xã,29,5,39056,182.685,"Đường Hùng Vương, KP4B, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương cũ","Thị trấn Dầu Tiếng, Xã Định An, Xã Định Thành, Xã Định Hiệp",106.394,11.3421
thành phố Hồ Chí Minh,Dĩ An,phường,29,29,227817,21.375,"10 Trung tâm hành chính, phường Dĩ An, tỉnh Bình Dương cũ","Phường An Bình, Phường Dĩ An, Phường Tân Đông Hiệp",106.759,10.9034
thành phố Hồ Chí Minh,Diên Hồng,phường,29,46,75633,1.86," 01A Thành Thái, phường 14, quận 10 cũ","Phường 6, Phường 8 (Quận 10), Phường 14 (Quận 10)",106.662,10.7691
thành phố Hồ Chí Minh,Đông Hòa,phường,29,31,132056,21.893,"153 Quốc lộ 1K, phường Đông Hoà, tỉnh Bình Dương cũ","Phường Bình An, Phường Bình Thắng, Phường Đông Hòa",106.8,10.8935
thành phố Hồ Chí Minh,Đông Hưng Thuận,phường,29,48,182895,8.26,"Trụ sở UBND phường Tân Thới Nhất, quận 12 cũ","Phường Tân Thới Nhất, Phường Tân Hưng Thuận, Phường Đông Hưng Thuận",106.622,10.8357
thành phố Hồ Chí Minh,Đông Thạnh,xã,29,197,190400,30.16,Trụ sở Đảng ủy - HĐND - UBND xã Đông Thạnh cũ,"Xã Thới Tam Thôn, Xã Nhị Bình, Xã Đông Thạnh",106.645,10.9069
thành phố Hồ Chí Minh,Đức Nhuận,phường,29,128,71495,2.16,"744 Nguyễn Kiệm, quận Phú Nhuận cũ","Phường 4, Phường 5, Phường 9 (quận Phú Nhuận)",106.677,10.8055
thành phố Hồ Chí Minh,Gia Định,phường,29,95,125946,2.76,"Tạm thời sử dụng trụ sở UBND phường 7, Bình Thạnh cũ, 58 Hoàng Hoa Thám, phường 7 và trụ sở UBND phường 2 cũ, số 14 Phan Bội Châu, phường 2.
Dự kiến xây dựng trụ sở UBND phường Gia Định tại số 134 Lê Văn Duyệt, phường 1, quận Bình Thạnh cũ","Phường 1, Phường 2, Phường 7, Phường 17 (quận Bình Thạnh)",106.699,10.7983
thành phố Hồ Chí Minh,Gò Vấp,phường,29,75,110850,2.81,"332 Quang Trung, phường 10, Quận Gò Vấp cũ","Phường 10, Phường 17 (quận Gò Vấp)",106.673,10.8358
thành phố Hồ Chí Minh,Hạnh Thông,phường,29,80,128865,3.37,"306 Nguyễn Văn Nghi, phường 1, quận Gò Vấp cũ","Phường 1, Phường 3 (quận Gò Vấp)",106.683,10.8213
thành phố Hồ Chí Minh,Hiệp Bình,phường,29,44,215638,16.01,"721 Quốc lộ 13, khu phố 3, phường Hiệp Bình Phước, TP Thủ Đức cũ","Phường Hiệp Bình Chánh, Phường Hiệp Bình Phước, Phường Linh Đông",106.723,10.8442
thành phố Hồ Chí Minh,Hiệp Phước,xã,29,210,67754,63.33,"209 Nguyễn Văn Tạo, xã Long Thới, huyện Nhà Bè cũ","Xã Nhơn Đức, Xã Long Thới, Xã Hiệp Phước",106.757,10.614
thành phố Hồ Chí Minh,Hồ Tràm,xã,29,2231,51895,94.51,"151 quốc lộ 55, thị trấn Phước Bửu, huyện Xuyên Mộc, tỉnh Bà Rịa - Vũng Tàu cũ","Thị trấn Phước Bửu, Xã Phước Tân, Xã Phước Thuận",107.398,10.5221
thành phố Hồ Chí Minh,Hòa Bình,phường,29,97,49863,0.98,"347 Lạc Long Quân, phường 5, quận 11 cũ và 416/1 Lạc Long Quân, quận 11 cũ","Phường 5, Phường 14 (Quận 11)",106.645,10.7702
thành phố Hồ Chí Minh,Hòa Hiệp,xã,29,2235,25995,99.28,"Xã Hòa Hiệp, huyện Xuyên Mộc, tỉnh Bà Rịa - Vũng Tàu cũ",Không sáp nhập,107.497,10.6993
thành phố Hồ Chí Minh,Hòa Hội,xã,29,2234,36174,136.27,"xã Hòa Bình, huyện Xuyên Mộc, tỉnh Bà Rịa - Vũng Tàu cũ","Xã Hòa Hưng, Xã Hòa Bình, Xã Hòa Hội",107.424,10.63
thành phố Hồ Chí Minh,Hòa Hưng,phường,29,134,96414,2.59,"TT20 (số cũ LL1) Tam Đảo, phường 15, quận 10 cũ","Phường 12, Phường 13, Phường 15 (Quận 10), Phường 14 (Quận 10)",106.67,10.7776
thành phố Hồ Chí Minh,Hòa Lợi,phường,29,16,79694,33.589,"Khu phố An Hoà, phường Hòa Lợi, TP Bến Cát, tỉnh Bình Dương cũ","Phường Tân Định (thành phố Bến Cát), Phường Hòa Lợi",106.649,11.0673
thành phố Hồ Chí Minh,Hóc Môn,xã,29,196,93323,16.43,Trụ sở Đảng ủy - HĐND - UBND huyện Hóc Môn cũ,"Xã Tân Hiệp (huyện Hóc Môn), Xã Tân Xuân, Thị trấn Hóc Môn",106.592,10.9018
thành phố Hồ Chí Minh,Hưng Long,xã,29,207,71504,35.54,"564 đường Đoàn Nguyễn Tuấn, ấp 6, xã Hưng Long, huyện Bình Chánh cũ và  33 đường Hưng Long - Qui Đức, ấp 3, xã Qui Đức, huyện Bình Chánh cũ","Xã Đa Phước, Xã Qui Đức, Xã Hưng Long",106.645,10.6594
thành phố Hồ Chí Minh,Khánh Hội,phường,29,165,94507,1.07,"104 Bến Vân Đồn, phường 9, quận 4 cũ","Phường 8, Phường 9 (Quận 4), Phường 2, Phường 4 (Quận 4), Phường 15 (Quận 4)",106.704,10.7589
thành phố Hồ Chí Minh,Kim Long,xã,29,2225,33369,63.92,"Tổ 19, khu phố Hưng Long, thị trấn Kim Long, huyện Châu Đức, tỉnh Bà Rịa -Vũng Tàu cũ","Thị trấn Kim Long, Xã Bàu Chinh, Xã Láng Lớn",107.187,10.6694
thành phố Hồ Chí Minh,Lái Thiêu,phường,29,33,118852,15.461,"Khu phố chợ, phường Lái Thiêu, TP Thuận An, tỉnh Bình Dương cũ","Phường Bình Nhâm, Phường Lái Thiêu, Phường Vĩnh Phú",106.699,10.9091
thành phố Hồ Chí Minh,Linh Xuân,phường,29,49,158334,12.29,"1262 Kha Vạn Cân, khu phố 2, phường Linh Trung và 49 Hoàng Cầm, khu phố 2, phường Linh Xuân, TP Thủ Đức cũ","Phường Linh Trung, Phường Linh Xuân, Phường Linh Tây",106.775,10.8687
thành phố Hồ Chí Minh,Long Bình,phường,29,65,119637,29.43,"325 đường Nguyễn Văn Tăng, phường Long Thạnh Mỹ, TP Thủ Đức cũ","Phường Long Bình, Phường Long Thạnh Mỹ",106.833,10.8608
